,SID,SName,Count,CV_Mean,CV_Best,CV_Worst,R2_Train,MAE_Train,RMSE_Train,R2_Test_All,MAE_Test_All,RMSE_Test_All,R2_Test_NFI6,MAE_Test_NFI6,RMSE_Test_NFI6,R2_Test_NFI7,MAE_Test_NFI7,RMSE_Test_NFI7,Par0,Par1,Par2,Par3,Par4,Par5,Par6,Par7,Par8,Par9,Par10
0,21,은행나무,"(3, 34)",0.617393296993741,0.6994961252976919,0.48173001894035794,0.5758601288572579,0.06349347659257336,0.07831803662046649,0,0.13747529564945057,0.14467585406451403,0,0.1757568987893258,0.17834917351736315,0.6483004181833278,0.09919369250957533,0.10026852848360047,0.05263551600268298,0.14875449130877225,0.1186825113041728,-0.09095202591708798,0.02859269066391656,0.034074562450107974,-0.07431104344867956,0.017544726008380935,-0.002364378427655594,0.05056530061843391,0.005654346348756792
